ch	bin	state	ntad
chr2L	0	polycomb	0
chr2L	1	polycomb	0
chr2L	2	polycomb	0
chr2L	3	polycomb	0
chr2L	4	polycomb	0
chr2L	5	polycomb	0
chr2L	6	polycomb	0
chr2L	7	active	1
chr2L	8	active	1
chr2L	9	active	1
chr2L	10	active	1
chr2L	11	active	1
chr2L	12	active	1
chr2L	13	active	1
chr2L	14	active	1
chr2L	15	active	2
chr2L	16	active	2
chr2L	17	active	2
chr2L	18	active	2
chr2L	19	active	2
chr2L	20	active	2
chr2L	21	active	2
chr2L	22	active	2
chr2L	23	active	2
chr2L	24	active	2
chr2L	25	active	3
chr2L	26	active	3
chr2L	27	active	3
chr2L	28	active	3
chr2L	29	active	3
chr2L	30	neutral	4
chr2L	31	neutral	4
chr2L	32	neutral	4
chr2L	33	neutral	4
chr2L	34	neutral	4
chr2L	35	neutral	4
chr2L	36	neutral	4
chr2L	37	neutral	4
chr2L	38	neutral	4
chr2L	39	neutral	4
chr2L	40	neutral	4
chr2L	41	neutral	4
chr2L	42	neutral	5
chr2L	43	neutral	5
chr2L	44	neutral	5
chr2L	45	neutral	5
chr2L	46	neutral	5
chr2L	47	neutral	5
chr2L	48	neutral	6
chr2L	49	neutral	6
chr2L	50	neutral	6
chr2L	51	neutral	6
chr2L	52	neutral	6
chr2L	53	neutral	6
chr2L	54	neutral	7
chr2L	55	neutral	7
chr2L	56	neutral	7
chr2L	57	neutral	7
chr2L	58	neutral	7
chr2L	59	neutral	7
chr2L	60	inactive	8
chr2L	61	inactive	8
chr2L	62	inactive	8
chr2L	63	inactive	8
chr2L	64	inactive	8
chr2L	65	inactive	8
chr2L	66	inactive	8
chr2L	67	inactive	8
chr2L	68	inactive	8
chr2L	69	inactive	8
chr2L	70	inactive	8
chr2L	71	inactive	8
chr2L	72	inactive	8
chr2L	73	inactive	8
chr2L	74	inactive	8
chr2L	75	inactive	9
chr2L	76	inactive	9
chr2L	77	inactive	9
chr2L	78	inactive	9
chr2L	79	inactive	9
chr2L	80	inactive	9
chr2L	81	inactive	9
chr2L	82	neutral	10
chr2L	83	neutral	10
chr2L	84	neutral	10
chr2L	85	neutral	10
chr2L	86	neutral	10
chr2L	87	neutral	11
chr2L	88	neutral	11
chr2L	89	neutral	11
chr2L	90	neutral	11
chr2L	91	neutral	11
chr2L	92	neutral	11
chr2L	93	neutral	11
chr2L	94	neutral	11
chr2L	95	neutral	11
chr2L	96	neutral	11
chr2L	97	neutral	11
chr2L	98	neutral	11
chr2L	99	neutral	11
chr2L	100	neutral	11
chr2L	101	neutral	11
chr2L	102	neutral	11
chr2L	103	neutral	11
chr2L	104	neutral	11
chr2L	105	neutral	12
chr2L	106	neutral	12
chr2L	107	neutral	12
chr2L	108	neutral	12
chr2L	109	neutral	12
chr2L	110	neutral	12
chr2L	111	neutral	12
chr2L	112	neutral	12
chr2L	113	active	13
chr2L	114	active	13
chr2L	115	active	13
chr2L	116	active	13
chr2L	117	active	13
chr2L	118	active	13
chr2L	119	active	13
chr2L	120	active	13
chr2L	121	active	13
chr2L	122	neutral	.
chr2L	123	inactive	14
chr2L	124	inactive	14
chr2L	125	inactive	14
chr2L	126	inactive	14
chr2L	127	inactive	14
chr2L	128	inactive	14
chr2L	129	inactive	14
chr2L	130	inactive	14
chr2L	131	inactive	14
chr2L	132	inactive	14
chr2L	133	inactive	14
chr2L	134	inactive	14
chr2L	135	inactive	14
chr2L	136	inactive	14
chr2L	137	inactive	14
chr2L	138	inactive	14
chr2L	139	neutral	15
chr2L	140	neutral	15
chr2L	141	neutral	15
chr2L	142	neutral	15
chr2L	143	neutral	15
chr2L	144	neutral	15
chr2L	145	neutral	15
chr2L	146	neutral	15
chr2L	147	neutral	15
chr2L	148	neutral	15
chr2L	149	neutral	15
chr2L	150	inactive	16
chr2L	151	inactive	16
chr2L	152	inactive	16
chr2L	153	inactive	16
chr2L	154	inactive	16
chr2L	155	inactive	16
chr2L	156	inactive	16
chr2L	157	inactive	16
chr2L	158	inactive	16
chr2L	159	inactive	16
chr2L	160	inactive	16
chr2L	161	inactive	16
chr2L	162	polycomb	17
chr2L	163	polycomb	17
chr2L	164	polycomb	17
chr2L	165	polycomb	17
chr2L	166	polycomb	17
chr2L	167	polycomb	17
chr2L	168	polycomb	17
chr2L	169	polycomb	17
chr2L	170	polycomb	17
chr2L	171	polycomb	17
chr2L	172	polycomb	17
chr2L	173	neutral	18
chr2L	174	neutral	18
chr2L	175	neutral	18
chr2L	176	neutral	18
chr2L	177	neutral	18
chr2L	178	neutral	18
chr2L	179	neutral	18
chr2L	180	neutral	18
chr2L	181	neutral	18
chr2L	182	neutral	18
chr2L	183	neutral	18
chr2L	184	neutral	18
chr2L	185	neutral	18
chr2L	186	neutral	18
chr2L	187	neutral	18
chr2L	188	neutral	18
chr2L	189	neutral	.
chr2L	190	neutral	19
chr2L	191	neutral	19
chr2L	192	neutral	19
chr2L	193	neutral	19
chr2L	194	neutral	19
chr2L	195	neutral	19
chr2L	196	neutral	19
chr2L	197	neutral	19
chr2L	198	inactive	20
chr2L	199	inactive	20
chr2L	200	inactive	20
chr2L	201	inactive	20
chr2L	202	inactive	20
chr2L	203	inactive	20
chr2L	204	inactive	20
chr2L	205	inactive	20
chr2L	206	inactive	20
chr2L	207	inactive	20
chr2L	208	inactive	20
chr2L	209	inactive	20
chr2L	210	neutral	.
chr2L	211	neutral	.
chr2L	212	neutral	21
chr2L	213	neutral	21
chr2L	214	neutral	21
chr2L	215	neutral	21
chr2L	216	neutral	21
chr2L	217	neutral	21
chr2L	218	neutral	21
chr2L	219	active	22
chr2L	220	active	22
chr2L	221	active	22
chr2L	222	active	22
chr2L	223	inactive	23
chr2L	224	inactive	23
chr2L	225	inactive	23
chr2L	226	inactive	23
chr2L	227	inactive	23
chr2L	228	inactive	23
chr2L	229	inactive	23
chr2L	230	inactive	23
chr2L	231	inactive	23
chr2L	232	inactive	23
chr2L	233	inactive	23
chr2L	234	inactive	23
chr2L	235	inactive	23
chr2L	236	inactive	23
chr2L	237	inactive	24
chr2L	238	inactive	24
chr2L	239	inactive	24
chr2L	240	inactive	24
chr2L	241	inactive	24
chr2L	242	inactive	24
chr2L	243	inactive	24
chr2L	244	inactive	24
chr2L	245	inactive	24
chr2L	246	inactive	24
chr2L	247	inactive	24
chr2L	248	inactive	24
chr2L	249	inactive	24
chr2L	250	neutral	.
chr2L	251	neutral	25
chr2L	252	neutral	25
chr2L	253	neutral	25
chr2L	254	neutral	25
chr2L	255	neutral	25
chr2L	256	neutral	25
chr2L	257	neutral	25
chr2L	258	neutral	25
chr2L	259	neutral	26
chr2L	260	neutral	26
chr2L	261	neutral	26
chr2L	262	neutral	26
chr2L	263	neutral	26
chr2L	264	neutral	26
chr2L	265	neutral	26
chr2L	266	neutral	26
chr2L	267	neutral	26
chr2L	268	neutral	26
