ch	bin	state
chr2L	0	neutral
chr2L	1	active
chr2L	2	polycomb
chr2L	3	polycomb
chr2L	4	polycomb
chr2L	5	polycomb
chr2L	6	neutral
chr2L	7	active
chr2L	8	neutral
chr2L	9	active
chr2L	10	active
chr2L	11	active
chr2L	12	neutral
chr2L	13	neutral
chr2L	14	active
chr2L	15	active
chr2L	16	neutral
chr2L	17	neutral
chr2L	18	active
chr2L	19	active
chr2L	20	active
chr2L	21	active
chr2L	22	neutral
chr2L	23	active
chr2L	24	neutral
chr2L	25	active
chr2L	26	active
chr2L	27	active
chr2L	28	active
chr2L	29	active
chr2L	30	neutral
chr2L	31	neutral
chr2L	32	neutral
chr2L	33	inactive
chr2L	34	active
chr2L	35	active
chr2L	36	neutral
chr2L	37	polycomb
chr2L	38	inactive
chr2L	39	inactive
chr2L	40	active
chr2L	41	active
chr2L	42	neutral
chr2L	43	neutral
chr2L	44	active
chr2L	45	active
chr2L	46	neutral
chr2L	47	active
chr2L	48	neutral
chr2L	49	neutral
chr2L	50	neutral
chr2L	51	neutral
chr2L	52	neutral
chr2L	53	neutral
chr2L	54	neutral
chr2L	55	neutral
chr2L	56	active
chr2L	57	active
chr2L	58	polycomb
chr2L	59	polycomb
chr2L	60	neutral
chr2L	61	inactive
chr2L	62	inactive
chr2L	63	inactive
chr2L	64	inactive
chr2L	65	neutral
chr2L	66	inactive
chr2L	67	inactive
chr2L	68	neutral
chr2L	69	neutral
chr2L	70	polycomb
chr2L	71	inactive
chr2L	72	inactive
chr2L	73	inactive
chr2L	74	inactive
chr2L	75	neutral
chr2L	76	neutral
chr2L	77	inactive
chr2L	78	inactive
chr2L	79	inactive
chr2L	80	inactive
chr2L	81	active
chr2L	82	active
chr2L	83	neutral
chr2L	84	neutral
chr2L	85	neutral
chr2L	86	neutral
chr2L	87	active
chr2L	88	inactive
chr2L	89	inactive
chr2L	90	inactive
chr2L	91	neutral
chr2L	92	neutral
chr2L	93	neutral
chr2L	94	neutral
chr2L	95	neutral
chr2L	96	neutral
chr2L	97	neutral
chr2L	98	neutral
chr2L	99	inactive
chr2L	100	inactive
chr2L	101	inactive
chr2L	102	inactive
chr2L	103	inactive
chr2L	104	inactive
chr2L	105	neutral
chr2L	106	neutral
chr2L	107	neutral
chr2L	108	active
chr2L	109	neutral
chr2L	110	active
chr2L	111	neutral
chr2L	112	active
chr2L	113	inactive
chr2L	114	neutral
chr2L	115	active
chr2L	116	active
chr2L	117	active
chr2L	118	active
chr2L	119	inactive
chr2L	120	inactive
chr2L	121	inactive
chr2L	122	inactive
chr2L	123	inactive
chr2L	124	inactive
chr2L	125	inactive
chr2L	126	inactive
chr2L	127	inactive
chr2L	128	inactive
chr2L	129	inactive
chr2L	130	inactive
chr2L	131	inactive
chr2L	132	inactive
chr2L	133	inactive
chr2L	134	inactive
chr2L	135	inactive
chr2L	136	inactive
chr2L	137	inactive
chr2L	138	active
chr2L	139	neutral
chr2L	140	neutral
chr2L	141	neutral
chr2L	142	neutral
chr2L	143	neutral
chr2L	144	neutral
chr2L	145	neutral
chr2L	146	neutral
chr2L	147	neutral
chr2L	148	inactive
chr2L	149	active
chr2L	150	inactive
chr2L	151	inactive
chr2L	152	inactive
chr2L	153	inactive
chr2L	154	inactive
chr2L	155	inactive
chr2L	156	inactive
chr2L	157	neutral
chr2L	158	inactive
chr2L	159	inactive
chr2L	160	neutral
chr2L	161	neutral
chr2L	162	polycomb
chr2L	163	polycomb
chr2L	164	polycomb
chr2L	165	polycomb
chr2L	166	polycomb
chr2L	167	polycomb
chr2L	168	polycomb
chr2L	169	polycomb
chr2L	170	active
chr2L	171	active
chr2L	172	active
chr2L	173	neutral
chr2L	174	neutral
chr2L	175	neutral
chr2L	176	neutral
chr2L	177	neutral
chr2L	178	inactive
chr2L	179	neutral
chr2L	180	neutral
chr2L	181	neutral
chr2L	182	neutral
