ch	bin	state	ntad
chr2R	0	neutral	.
chr2R	1	neutral	.
chr2R	2	neutral	.
chr2R	3	neutral	.
chr2R	4	neutral	.
chr2R	5	neutral	.
chr2R	6	neutral	.
chr2R	7	neutral	.
chr2R	8	neutral	.
chr2R	9	neutral	.
chr2R	10	neutral	.
chr2R	11	neutral	0
chr2R	12	neutral	0
chr2R	13	neutral	0
chr2R	14	neutral	0
chr2R	15	neutral	0
chr2R	16	neutral	.
chr2R	17	neutral	.
chr2R	18	neutral	.
chr2R	19	neutral	.
chr2R	20	neutral	1
chr2R	21	neutral	1
chr2R	22	neutral	1
chr2R	23	neutral	1
chr2R	24	neutral	1
chr2R	25	neutral	1
chr2R	26	neutral	1
chr2R	27	neutral	1
chr2R	28	neutral	1
chr2R	29	neutral	1
chr2R	30	neutral	1
chr2R	31	neutral	1
chr2R	32	neutral	.
chr2R	33	neutral	.
chr2R	34	neutral	.
chr2R	35	neutral	.
chr2R	36	neutral	.
chr2R	37	neutral	.
chr2R	38	neutral	.
chr2R	39	neutral	2
chr2R	40	neutral	2
chr2R	41	neutral	2
chr2R	42	neutral	2
chr2R	43	neutral	2
chr2R	44	neutral	2
chr2R	45	neutral	2
chr2R	46	neutral	2
chr2R	47	neutral	2
chr2R	48	neutral	3
chr2R	49	neutral	3
chr2R	50	neutral	3
chr2R	51	neutral	3
chr2R	52	neutral	3
chr2R	53	neutral	.
chr2R	54	neutral	.
chr2R	55	neutral	.
chr2R	56	neutral	4
chr2R	57	neutral	4
chr2R	58	neutral	4
chr2R	59	neutral	4
chr2R	60	neutral	4
chr2R	61	neutral	4
chr2R	62	neutral	4
chr2R	63	neutral	4
chr2R	64	neutral	4
chr2R	65	neutral	.
chr2R	66	neutral	.
chr2R	67	neutral	.
chr2R	68	neutral	.
chr2R	69	neutral	.
chr2R	70	neutral	5
chr2R	71	neutral	5
chr2R	72	neutral	5
chr2R	73	neutral	5
chr2R	74	neutral	5
chr2R	75	neutral	.
chr2R	76	neutral	6
chr2R	77	neutral	6
chr2R	78	neutral	6
chr2R	79	neutral	6
chr2R	80	neutral	6
chr2R	81	neutral	7
chr2R	82	neutral	7
chr2R	83	neutral	7
chr2R	84	neutral	7
chr2R	85	neutral	7
chr2R	86	neutral	7
chr2R	87	neutral	7
chr2R	88	neutral	7
chr2R	89	neutral	7
chr2R	90	neutral	7
chr2R	91	neutral	7
chr2R	92	neutral	7
chr2R	93	neutral	.
chr2R	94	neutral	.
chr2R	95	neutral	8
chr2R	96	neutral	8
chr2R	97	neutral	8
chr2R	98	neutral	8
chr2R	99	neutral	8
chr2R	100	neutral	9
chr2R	101	neutral	9
chr2R	102	neutral	9
chr2R	103	neutral	9
chr2R	104	neutral	9
chr2R	105	neutral	.
chr2R	106	neutral	10
chr2R	107	neutral	10
chr2R	108	neutral	10
chr2R	109	neutral	10
chr2R	110	neutral	10
chr2R	111	neutral	10
chr2R	112	neutral	10
chr2R	113	neutral	11
chr2R	114	neutral	11
chr2R	115	neutral	11
chr2R	116	neutral	11
chr2R	117	neutral	11
chr2R	118	neutral	12
chr2R	119	neutral	12
chr2R	120	neutral	12
chr2R	121	neutral	12
chr2R	122	neutral	12
chr2R	123	neutral	12
chr2R	124	neutral	12
chr2R	125	neutral	12
chr2R	126	neutral	12
chr2R	127	neutral	.
chr2R	128	neutral	.
chr2R	129	neutral	.
chr2R	130	neutral	.
chr2R	131	neutral	13
chr2R	132	neutral	13
chr2R	133	neutral	13
chr2R	134	neutral	13
chr2R	135	neutral	13
chr2R	136	neutral	13
chr2R	137	neutral	13
chr2R	138	neutral	13
chr2R	139	neutral	13
chr2R	140	neutral	13
chr2R	141	neutral	13
chr2R	142	neutral	13
chr2R	143	neutral	13
chr2R	144	neutral	.
chr2R	145	neutral	.
chr2R	146	neutral	.
chr2R	147	neutral	.
chr2R	148	neutral	14
chr2R	149	neutral	14
chr2R	150	neutral	14
chr2R	151	neutral	14
chr2R	152	neutral	14
chr2R	153	neutral	14
chr2R	154	neutral	14
chr2R	155	neutral	14
chr2R	156	neutral	14
chr2R	157	neutral	14
chr2R	158	polycomb	15
chr2R	159	polycomb	15
chr2R	160	polycomb	15
chr2R	161	polycomb	15
chr2R	162	polycomb	15
chr2R	163	polycomb	15
chr2R	164	polycomb	15
chr2R	165	polycomb	15
chr2R	166	polycomb	15
chr2R	167	neutral	16
chr2R	168	neutral	16
chr2R	169	neutral	16
chr2R	170	neutral	16
chr2R	171	neutral	16
chr2R	172	neutral	16
chr2R	173	neutral	16
chr2R	174	neutral	16
chr2R	175	neutral	16
chr2R	176	neutral	16
chr2R	177	neutral	16
chr2R	178	neutral	16
chr2R	179	neutral	16
chr2R	180	neutral	16
chr2R	181	neutral	16
chr2R	182	neutral	16
chr2R	183	neutral	16
chr2R	184	neutral	16
chr2R	185	neutral	16
chr2R	186	active	17
chr2R	187	active	17
chr2R	188	active	17
chr2R	189	active	17
chr2R	190	active	17
chr2R	191	active	17
chr2R	192	neutral	18
chr2R	193	neutral	18
chr2R	194	neutral	18
chr2R	195	neutral	18
chr2R	196	neutral	18
chr2R	197	neutral	18
chr2R	198	neutral	18
chr2R	199	neutral	18
chr2R	200	neutral	18
chr2R	201	neutral	18
chr2R	202	neutral	18
chr2R	203	neutral	18
chr2R	204	neutral	19
chr2R	205	neutral	19
chr2R	206	neutral	19
chr2R	207	neutral	19
chr2R	208	neutral	19
chr2R	209	neutral	19
chr2R	210	neutral	19
chr2R	211	neutral	19
chr2R	212	neutral	19
chr2R	213	neutral	19
chr2R	214	neutral	19
chr2R	215	neutral	20
chr2R	216	neutral	20
chr2R	217	neutral	20
chr2R	218	neutral	20
chr2R	219	neutral	20
chr2R	220	neutral	20
chr2R	221	neutral	20
chr2R	222	neutral	20
chr2R	223	neutral	.
chr2R	224	neutral	.
